row,col,6oct,23nov,30nov,28dec
39,31,7.166666667,19.83333333,49,86.33333333
39,32,7.25,19.25,47.5,93
40,0,10,16.5,49,94.75
40,1,48.83333333,19,63.25,119.8333333
40,2,330,718,148.1666667,368.75
40,3,49,56,102.5,347
40,4,505.5,439,397.3333333,345.1666667
40,5,31.5,40,97.5,155.5
40,6,107.3333333,56.16666667,125.6666667,155
40,7,15.75,25.5,65.25,111
40,8,11.25,23,59.5,106.75
40,9,72.16666667,33.33333333,67.5,126.5
40,10,154.25,219.25,171.7777778,190.75
40,11,103,196.75,203.6666667,193.5
40,12,71,154.1666667,150,191.8333333
40,13,269.5,246.75,253,288.75
40,14,43,40,98,140.5
40,15,16.66666667,26.5,55.22222222,99.5
40,16,85,106.5,51,131.25
40,17,25.16666667,36.33333333,68,114.1666667
40,18,56.5,91.5,105.25,145
40,19,266,222.5,207.3333333,201
40,20,177.1666667,195,152,174.3333333
40,21,21,30.5,61.16666667,104.5
40,22,16.75,23.25,47,94.5
40,23,18.83333333,23.16666667,53.83333333,91.16666667
40,24,11.75,40.75,80,105.5
40,25,10.75,41,68.33333333,92.5
40,26,9,19.66666667,41.5,90.83333333
40,27,7,16.25,39.83333333,79.75
40,28,7.333333333,18,46.75,80
40,29,7.25,18.75,44.33333333,84.5
40,30,7.5,17,43,79.5
40,31,7.333333333,19.5,47,88.83333333
40,32,8,21.75,46,88
41,0,9.166666667,18,47.66666667,87.33333333
41,1,10.11111111,18.33333333,50,92.88888889
41,2,18.16666667,20.16666667,54,105
41,3,27.66666667,23.83333333,62.83333333,135.8333333
41,4,380.1111111,311,411.4444444,347.4444444
41,5,159.5,45.5,186.3333333,226.6666667
41,6,81.22222222,136.4444444,163.6666667,170.3333333
41,7,19,47.5,88,134.6666667
41,8,14.83333333,25.83333333,62.11111111,111.3333333
41,9,64.22222222,69.33333333,64.33333333,127.5555556
41,10,143.8333333,192.8333333,134.5,165.3333333
41,11,130,128,126.25,155
41,12,85,84.22222222,119.1666667,138.5555556
41,13,109.6666667,150.3333333,163.75,161.1666667
41,14,37.5,44.66666667,62.66666667,123.6666667
41,15,13.11111111,23.55555556,51.2,103.3333333
41,16,9.833333333,22.16666667,46.2,94.83333333
41,17,14.66666667,25.44444444,46.5,96.66666667
41,18,25.33333333,44,44.25,105.6666667
41,19,95.5,78.5,110,141
41,20,48.88888889,66.44444444,84.75,115.5555556
41,21,20,28.33333333,51.66666667,98.83333333
41,22,12.83333333,21.33333333,47,97.83333333
41,23,14,22.88888889,62.66666667,94.66666667
41,24,31.66666667,46.16666667,61,96
41,25,32.16666667,45.66666667,57.66666667,89.5
41,26,13.66666667,33.88888889,73,101
41,27,8.666666667,22,44.5,100
41,28,9.111111111,18.66666667,44.25,84.22222222
41,29,29.5,37.66666667,48.33333333,97.66666667
41,30,31.5,39.33333333,52.5,91.5
41,31,11.33333333,22.88888889,53.16666667,98.77777778
41,32,9.333333333,22,50,103
